     ,FARECARD USAGE BY STATION FOR DATE RANGE: ,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                          
     ,03/14/2020-03/20/2020,,,,,,,,,,,,,,,,,,,,,,,,                                                                                                                                                                                                                                                                                                                               
REMOTE, STATION,FF,SEN/DIS, 7-D AFAS UNL,30-D AFAS/RMF UNL,JOINT RR TKT,7-D UNL,30-D UNL,7D-XBUS PASS,TCMC,RF 2 TRIP,RR UNL NO TRADE,TCMC ANNUAL MC,MR EZPAY EXP,MR EZPAY UNL,PATH 2-T,AIRTRAIN FF,AIRTRAIN 30-D,AIRTRAIN 10-T,AIRTRAIN MTHLY,STUDENTS,NICE 2-T,CUNY-120,CUNY-60,FF VALUE,FF 7-DAY,FF 30-DAY,                                                                     
R551,PA-PATH GROVE ST              ,00008281,00000000,00000000,00000000,00000004,00000000,00000000,00000000,00000059,00000000,00000000,00000000,00000000,00000000,00000311,00000137,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R552,PA-PATH JOURNAL SQUARE        ,00018369,00000000,00000000,00000000,00000006,00000000,00000000,00000000,00000089,00000000,00000000,00000000,00000000,00000000,00001296,00000221,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,                                                                                                    
R555,SBS-M15 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000179,00000000,00000000,00000000,00000000,                                                                                                    
R556,SBS-BX12 @ LIVINGSTON PLAZA   ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00001108,00000000,00000000,00000000,00000000,                                                                                                    
R557,SBS-M34 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000069,00000000,00000000,00000000,00000000,                                                                                                    
R558,SBS-BX41 @ LIVINGSTON PLAZA   ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000482,00000000,00000000,00000000,00000000,                                                                                                    
R559,SBS-B44 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000279,00000000,00000000,00000000,00000000,                                                                                                    
R560,SBS-M60 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000312,00000000,00000000,00000000,00000000,                                                                                                    
R561,SBS-M86 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000174,00000000,00000000,00000000,00000000,                                                                                                    
R562,MTABC - EASTCHESTER 2         ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000116,00000000,00000000,00000000,00000000,                                                                                                    
R563,SBS-B46 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000464,00000000,00000000,00000000,00000000,                                                                                                    
R564,SBS-Q44 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000497,00000000,00000000,00000000,00000000,                                                                                                    
R567,SBS-M23 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000061,00000000,00000000,00000000,00000000,                                                                                                    
R568,SBS-M79 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000072,00000000,00000000,00000000,00000000,                                                                                                    
R569,SBS-BX6 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000305,00000000,00000000,00000000,00000000,                                                                                                    
R570,72ND STREET - 2 AVENUE        ,00024135,00001625,00000181,00000477,00000047,00007996,00016490,00000099,00000335,00000250,00000075,00002399,00001013,00000508,00000000,00000194,00000000,00000000,00000000,00000473,00000000,00000085,00000000,00000266,00000159,00000213,                                                                                                    
R571,86TH STREET - 2 AVENUE        ,00013783,00001274,00000163,00000356,00000011,00006619,00011591,00000035,00000132,00000205,00000059,00001132,00000486,00000407,00000000,00000160,00000000,00000000,00000000,00000300,00000000,00000077,00000000,00000186,00000146,00000159,                                                                                                    
R572,96TH STREET - 2 AVENUE        ,00011659,00001115,00000151,00000554,00000002,00006876,00010303,00000022,00000096,00000212,00000009,00001733,00000323,00000319,00000000,00000136,00000000,00000000,00000000,00000501,00000000,00000074,00000000,00000299,00000293,00000351,                                                                                                    
R573,SBS-Q52/53 @ LIVINGSTON PLAZA ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000457,00000000,00000000,00000000,00000000,                                                                                                    
R574,SBS-B82 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000260,00000000,00000000,00000000,00000000,                                                                                                    
R575,SBS-M14 @ LIVINGSTON PLAZA    ,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000000,00000379,00000000,00000000,00000000,00000000,                                                                                                    
